,transacao_id,cliente_id,data_compra,valor_compra,meio_pagamento,campanha,idade,renda_mensal,cidade,tipo_cliente,ultima_compra,frequencia_compras,total_gasto
1381,1382,854,2025-10-13,111,cartão,volta_as_aulas,49,4494,Salvador,frequente,152,7,4807
1382,1383,371,2025-10-14,123,cartão,black_friday,21,4043,Curitiba,premium,263,12,4331
1383,1384,832,2025-10-15,165,boleto,sem_campanha,22,5836,Salvador,premium,30,6,4656
1384,1385,664,2025-10-16,179,cartão,sem_campanha,56,5023,Porto Alegre,frequente,337,5,4463
1385,1386,967,2025-10-17,119,cartão,sem_campanha,60,6857,São Paulo,ocasional,334,8,4579
1386,1387,290,2025-10-18,141,cartão,ano_novo,33,4156,São Paulo,ocasional,337,14,5571
1387,1388,432,2025-10-19,234,cartão,black_friday,62,7366,Curitiba,premium,70,9,6445
1388,1389,268,2025-10-20,156,boleto,natal,36,2890,Recife,frequente,151,9,2302
1389,1390,151,2025-10-21,123,boleto,sem_campanha,26,4762,Rio de Janeiro,ocasional,52,17,4057
1390,1391,719,2025-10-22,66,cartão,sem_campanha,30,5187,Recife,ocasional,230,9,3784
1391,1392,255,2025-10-23,107,cartão,sem_campanha,65,5384,Rio de Janeiro,frequente,364,11,2759
1392,1393,353,2025-10-24,105,cartão,ano_novo,47,4947,Brasília,ocasional,18,13,3018
1393,1394,377,2025-10-25,248,cartão,sem_campanha,47,4171,Brasília,ocasional,43,4,7052
1394,1395,653,2025-10-26,107,cartão,sem_campanha,52,4633,Manaus,ocasional,344,7,4675
1395,1396,855,2025-10-27,152,cartão,ano_novo,51,4079,Porto Alegre,ocasional,86,13,2924
1396,1397,358,2025-10-28,168,boleto,sem_campanha,25,4679,São Paulo,frequente,364,14,6250
1397,1398,608,2025-10-29,205,pix,natal,52,4705,Porto Alegre,ocasional,288,17,4775
1398,1399,941,2025-10-30,150,cartão,sem_campanha,38,4452,Rio de Janeiro,ocasional,136,12,5029
1399,1400,370,2025-10-31,124,cartão,sem_campanha,36,4166,Porto Alegre,ocasional,72,9,5903
1400,1401,227,2025-11-01,121,cartão,natal,34,1877,Fortaleza,ocasional,164,8,1347
1401,1402,705,2025-11-02,167,boleto,sem_campanha,21,3526,Curitiba,ocasional,137,17,5758
1402,1403,303,2025-11-03,115,boleto,dia_pais,58,5839,Belo Horizonte,frequente,87,12,4658
1403,1404,826,2025-11-04,94,cartão,sem_campanha,65,4986,Recife,ocasional,260,7,5497
1404,1405,389,2025-11-05,124,boleto,sem_campanha,52,4734,Belo Horizonte,frequente,349,4,7479
1405,1406,377,2025-11-06,83,boleto,sem_campanha,47,4171,Brasília,ocasional,43,4,7052
1406,1407,973,2025-11-07,242,cartão,sem_campanha,25,5848,Salvador,ocasional,190,9,4545
1407,1408,118,2025-11-08,179,cartão,volta_as_aulas,22,5565,Recife,ocasional,192,9,1871
1408,1409,5,2025-11-09,231,cartão,black_friday,60,4030,Porto Alegre,premium,156,7,3869
1409,1410,444,2025-11-10,174,cartão,sem_campanha,51,2715,Salvador,ocasional,75,13,4362
1410,1411,352,2025-11-11,226,cartão,volta_as_aulas,63,3848,Belo Horizonte,ocasional,243,11,8347
1411,1412,755,2025-11-12,168,cartão,sem_campanha,32,7516,São Paulo,frequente,28,10,4784
1412,1413,533,2025-11-13,186,cartão,natal,54,7603,Recife,ocasional,283,13,4828
1413,1414,664,2025-11-14,43,boleto,sem_campanha,56,5023,Porto Alegre,frequente,337,5,4463
1414,1415,640,2025-11-15,104,cartão,volta_as_aulas,58,6780,Fortaleza,premium,95,6,5590
1415,1416,124,2025-11-16,151,cartão,sem_campanha,26,7815,Salvador,premium,56,12,3445
1416,1417,658,2025-11-17,153,cartão,sem_campanha,53,6051,Recife,ocasional,20,10,5746
1417,1418,277,2025-11-18,146,cartão,natal,35,3712,Recife,frequente,146,7,4149
1418,1419,822,2025-11-19,172,cartão,ano_novo,58,3866,Rio de Janeiro,ocasional,47,5,5272
1419,1420,394,2025-11-20,174,cartão,sem_campanha,40,7691,Recife,ocasional,270,7,7434
1420,1421,664,2025-11-21,193,cartão,sem_campanha,56,5023,Porto Alegre,frequente,337,5,4463
1421,1422,360,2025-11-22,183,boleto,volta_as_aulas,44,6012,Brasília,frequente,304,5,6748
1422,1423,623,2025-11-23,210,boleto,sem_campanha,30,6662,Manaus,frequente,43,10,6475
1423,1424,469,2025-11-24,210,boleto,dia_maes,49,4638,São Paulo,ocasional,130,12,5111
1424,1425,985,2025-11-25,158,cartão,dia_pais,41,7504,Porto Alegre,ocasional,160,12,8214
1425,1426,628,2025-11-26,254,cartão,sem_campanha,47,7871,Salvador,frequente,273,10,2537
1426,1427,700,2025-11-27,217,cartão,dia_maes,69,7088,Fortaleza,frequente,240,12,6048
1427,1428,57,2025-11-28,109,boleto,ano_novo,45,6509,Brasília,ocasional,10,16,6140
1428,1429,251,2025-11-29,169,cartão,sem_campanha,51,5612,Fortaleza,ocasional,201,9,3158
1429,1430,896,2025-11-30,57,boleto,sem_campanha,41,6559,Porto Alegre,ocasional,22,15,4501
1430,1431,919,2025-12-01,66,cartão,natal,28,3429,Fortaleza,ocasional,295,16,6902
1431,1432,150,2025-12-02,125,boleto,sem_campanha,44,7294,Curitiba,frequente,31,6,7118
1432,1433,452,2025-12-03,106,boleto,ano_novo,39,1701,Belo Horizonte,frequente,137,12,6225
1433,1434,162,2025-12-04,125,cartão,ano_novo,49,2745,Curitiba,ocasional,335,8,3535
1434,1435,120,2025-12-05,166,pix,sem_campanha,56,3616,Manaus,ocasional,237,7,5448
1435,1436,582,2025-12-06,211,cartão,natal,52,2390,Curitiba,ocasional,206,10,5657
1436,1437,924,2025-12-07,208,pix,sem_campanha,48,3864,Curitiba,frequente,348,8,6323
1437,1438,351,2025-12-08,170,boleto,sem_campanha,39,3493,Curitiba,ocasional,241,10,6866
1438,1439,99,2025-12-09,95,pix,sem_campanha,46,5507,Belo Horizonte,ocasional,112,8,6882
1439,1440,167,2025-12-10,122,cartão,ano_novo,56,4653,Curitiba,ocasional,208,8,4706
1440,1441,810,2025-12-11,181,cartão,dia_pais,64,8739,Belo Horizonte,premium,253,7,3071
1441,1442,663,2025-12-12,108,boleto,dia_pais,59,4740,São Paulo,frequente,129,7,4145
1442,1443,838,2025-12-13,86,pix,sem_campanha,27,4719,Brasília,ocasional,268,11,5764
1443,1444,976,2025-12-14,174,cartão,volta_as_aulas,69,5571,Curitiba,frequente,334,9,7207
1444,1445,514,2025-12-15,147,cartão,dia_pais,31,4578,Belo Horizonte,ocasional,166,14,5345
1445,1446,664,2025-12-16,139,cartão,sem_campanha,56,5023,Porto Alegre,frequente,337,5,4463
1446,1447,401,2025-12-17,205,boleto,sem_campanha,20,4265,Porto Alegre,ocasional,228,10,5652
1447,1448,365,2025-12-18,204,boleto,black_friday,45,5433,Salvador,ocasional,246,12,3925
1448,1449,577,2025-12-19,239,cartão,sem_campanha,48,5815,Belo Horizonte,ocasional,332,10,7369
1449,1450,326,2025-12-20,117,cartão,black_friday,46,4281,Recife,frequente,206,13,5609
1450,1451,581,2025-12-21,171,cartão,ano_novo,67,6723,Curitiba,ocasional,22,14,4757
1451,1452,633,2025-12-22,150,cartão,ano_novo,42,5225,Fortaleza,frequente,251,10,6798
1452,1453,621,2025-12-23,166,boleto,natal,29,8132,Porto Alegre,ocasional,206,8,4905
1453,1454,828,2025-12-24,93,cartão,sem_campanha,45,5712,Fortaleza,ocasional,39,6,3979
1454,1455,247,2025-12-25,79,cartão,volta_as_aulas,55,4190,Brasília,frequente,280,14,5276
1455,1456,434,2025-12-26,147,boleto,natal,18,5418,Brasília,frequente,239,8,5598
1456,1457,93,2025-12-27,107,cartão,sem_campanha,64,6244,Salvador,premium,302,12,3573
1457,1458,268,2025-12-28,196,cartão,sem_campanha,36,2890,Recife,frequente,151,9,2302
1458,1459,615,2025-12-29,74,boleto,sem_campanha,56,5117,Recife,frequente,261,13,8437
1459,1460,943,2025-12-30,79,cartão,volta_as_aulas,35,3432,Porto Alegre,ocasional,16,6,5868
1460,1461,963,2025-12-31,129,boleto,dia_maes,64,5599,Curitiba,premium,12,7,4975
1461,1462,624,2026-01-01,73,cartão,black_friday,40,3440,Rio de Janeiro,ocasional,353,16,5188
1462,1463,321,2026-01-02,233,boleto,sem_campanha,52,5144,Brasília,ocasional,281,8,7507
1463,1464,923,2026-01-03,140,cartão,sem_campanha,33,6494,Brasília,ocasional,266,7,7326
1464,1465,816,2026-01-04,119,cartão,sem_campanha,39,4564,São Paulo,premium,32,13,5756
1465,1466,856,2026-01-05,173,cartão,sem_campanha,45,4546,Porto Alegre,ocasional,19,13,6352
1466,1467,62,2026-01-06,194,pix,sem_campanha,64,7162,Porto Alegre,frequente,195,9,6407
1467,1468,300,2026-01-07,160,pix,sem_campanha,54,2996,Salvador,ocasional,3,12,3748
1468,1469,403,2026-01-08,146,cartão,volta_as_aulas,63,6022,São Paulo,ocasional,106,14,5806
1469,1470,955,2026-01-09,100,cartão,natal,51,4626,Brasília,ocasional,278,4,2373
1470,1471,648,2026-01-10,181,cartão,natal,69,5493,Rio de Janeiro,ocasional,212,11,6454
1471,1472,567,2026-01-11,220,cartão,dia_pais,20,7214,Porto Alegre,ocasional,359,8,6086
1472,1473,620,2026-01-12,139,boleto,ano_novo,54,655,São Paulo,ocasional,256,7,5193
1473,1474,303,2026-01-13,107,cartão,natal,58,5839,Belo Horizonte,frequente,87,12,4658
1474,1475,770,2026-01-14,159,boleto,dia_pais,45,6250,Manaus,ocasional,238,10,2682
1475,1476,253,2026-01-15,150,boleto,dia_pais,39,6543,Brasília,premium,264,8,5537
1476,1477,734,2026-01-16,89,cartão,black_friday,55,6871,Manaus,ocasional,51,7,4988
1477,1478,478,2026-01-17,124,boleto,dia_pais,67,5671,Salvador,ocasional,107,5,4590
1478,1479,369,2026-01-18,239,cartão,natal,65,4065,Salvador,ocasional,79,7,4815
1479,1480,679,2026-01-19,82,cartão,volta_as_aulas,34,1250,Rio de Janeiro,frequente,109,14,5110
1480,1481,941,2026-01-20,115,boleto,natal,38,4452,Rio de Janeiro,ocasional,136,12,5029
1481,1482,160,2026-01-21,102,cartão,sem_campanha,66,7503,Belo Horizonte,ocasional,191,9,5303
1482,1483,961,2026-01-22,106,cartão,black_friday,26,5271,Belo Horizonte,ocasional,200,6,5586
1483,1484,166,2026-01-23,127,pix,sem_campanha,40,4918,Rio de Janeiro,premium,99,13,2966
1484,1485,205,2026-01-24,172,cartão,ano_novo,54,4639,Belo Horizonte,frequente,273,12,5446
1485,1486,267,2026-01-25,215,cartão,volta_as_aulas,20,4082,São Paulo,premium,173,11,2927
1486,1487,138,2026-01-26,160,boleto,ano_novo,52,5335,Rio de Janeiro,ocasional,108,15,3177
1487,1488,368,2026-01-27,115,cartão,dia_pais,22,4203,Fortaleza,frequente,283,10,6287
1488,1489,443,2026-01-28,226,pix,natal,45,6792,Fortaleza,ocasional,126,10,2549
1489,1490,858,2026-01-29,46,cartão,sem_campanha,25,5255,Rio de Janeiro,ocasional,95,8,3652
1490,1491,760,2026-01-30,183,cartão,sem_campanha,40,4694,Salvador,ocasional,29,11,6909
1491,1492,567,2026-01-31,98,boleto,sem_campanha,20,7214,Porto Alegre,ocasional,359,8,6086
1492,1493,916,2026-02-01,147,cartão,sem_campanha,60,3542,Curitiba,ocasional,53,7,2944
1493,1494,721,2026-02-02,178,boleto,volta_as_aulas,45,5183,São Paulo,frequente,65,12,4897
1494,1495,17,2026-02-03,69,pix,volta_as_aulas,20,3686,Curitiba,ocasional,218,11,5628
1495,1496,68,2026-02-04,157,boleto,sem_campanha,57,4094,Curitiba,ocasional,181,17,3791
1496,1497,133,2026-02-05,160,cartão,sem_campanha,52,8668,Porto Alegre,ocasional,360,10,4349
1497,1498,700,2026-02-06,223,cartão,dia_pais,69,7088,Fortaleza,frequente,240,12,6048
1498,1499,919,2026-02-07,285,pix,sem_campanha,28,3429,Fortaleza,ocasional,295,16,6902
1499,1500,430,2026-02-08,72,cartão,dia_pais,24,5328,Belo Horizonte,frequente,231,8,5291
1500,1501,308,2026-02-09,220,cartão,ano_novo,20,2508,Fortaleza,ocasional,251,4,6510
1501,1502,650,2026-02-10,148,cartão,sem_campanha,64,5632,Curitiba,ocasional,96,6,5078
1502,1503,174,2026-02-11,109,cartão,sem_campanha,49,5088,São Paulo,frequente,141,19,5774
1503,1504,412,2026-02-12,168,cartão,sem_campanha,59,6753,Brasília,ocasional,326,5,3244
1504,1505,97,2026-02-13,84,pix,dia_pais,62,2782,Recife,ocasional,113,6,4153
1505,1506,683,2026-02-14,87,cartão,dia_maes,30,6533,Curitiba,frequente,260,7,4456
1506,1507,154,2026-02-15,63,cartão,black_friday,43,2517,Recife,frequente,278,11,3511
1507,1508,695,2026-02-16,177,boleto,sem_campanha,25,2460,Belo Horizonte,frequente,43,9,6379
1508,1509,242,2026-02-17,166,cartão,ano_novo,23,6114,Belo Horizonte,premium,194,14,7043
1509,1510,304,2026-02-18,109,boleto,ano_novo,52,6621,Brasília,frequente,270,12,6073
1510,1511,285,2026-02-19,226,cartão,volta_as_aulas,48,4947,Manaus,ocasional,323,7,5540
1511,1512,27,2026-02-20,116,pix,volta_as_aulas,29,5072,Belo Horizonte,ocasional,228,11,4233
1512,1513,402,2026-02-21,214,cartão,ano_novo,57,6566,Fortaleza,ocasional,275,7,4409
1513,1514,360,2026-02-22,156,boleto,sem_campanha,44,6012,Brasília,frequente,304,5,6748
1514,1515,60,2026-02-23,116,cartão,black_friday,61,3305,São Paulo,ocasional,152,11,7352
1515,1516,202,2026-02-24,144,cartão,sem_campanha,25,5734,Fortaleza,ocasional,59,6,5141
1516,1517,762,2026-02-25,87,cartão,dia_pais,29,3477,Curitiba,frequente,164,17,3918
1517,1518,874,2026-02-26,160,pix,sem_campanha,32,1113,Brasília,ocasional,235,12,3095
1518,1519,581,2026-02-27,151,cartão,sem_campanha,67,6723,Curitiba,ocasional,22,14,4757
1519,1520,970,2026-02-28,176,boleto,dia_pais,43,7553,Belo Horizonte,frequente,134,8,6668
1520,1521,370,2026-03-01,193,cartão,black_friday,36,4166,Porto Alegre,ocasional,72,9,5903
1521,1522,533,2026-03-02,155,cartão,dia_maes,54,7603,Recife,ocasional,283,13,4828
1522,1523,152,2026-03-03,76,cartão,dia_maes,32,4359,Curitiba,ocasional,345,13,5148
1523,1524,102,2026-03-04,196,boleto,sem_campanha,18,8406,Brasília,premium,91,7,4747
1524,1525,899,2026-03-05,150,boleto,black_friday,59,6016,Belo Horizonte,frequente,25,6,4657
1525,1526,1000,2026-03-06,55,pix,black_friday,55,4440,São Paulo,premium,148,9,4609
1526,1527,607,2026-03-07,165,pix,sem_campanha,41,4611,Salvador,ocasional,46,5,931
1527,1528,446,2026-03-08,169,cartão,ano_novo,49,5565,Belo Horizonte,ocasional,278,7,3663
1528,1529,873,2026-03-09,132,boleto,volta_as_aulas,40,4135,São Paulo,frequente,161,9,4428
1529,1530,229,2026-03-10,140,cartão,ano_novo,19,5316,Fortaleza,premium,314,7,3777
1530,1531,125,2026-03-11,120,boleto,sem_campanha,25,3839,Brasília,ocasional,237,13,6285
1531,1532,770,2026-03-12,170,cartão,natal,45,6250,Manaus,ocasional,238,10,2682
1532,1533,834,2026-03-13,156,boleto,ano_novo,20,3032,Curitiba,ocasional,278,7,3767
1533,1534,999,2026-03-14,104,cartão,sem_campanha,35,6083,Salvador,ocasional,25,8,7146
1534,1535,881,2026-03-15,230,cartão,dia_pais,56,5179,São Paulo,ocasional,274,10,5796
1535,1536,938,2026-03-16,116,cartão,sem_campanha,67,5761,Brasília,ocasional,179,17,5424
1536,1537,236,2026-03-17,14,cartão,sem_campanha,18,5225,Porto Alegre,ocasional,220,15,6795
1537,1538,162,2026-03-18,126,cartão,sem_campanha,49,2745,Curitiba,ocasional,335,8,3535
1538,1539,554,2026-03-19,201,boleto,sem_campanha,49,7360,Rio de Janeiro,ocasional,124,10,4931
1539,1540,788,2026-03-20,139,boleto,sem_campanha,45,6854,São Paulo,ocasional,337,7,6647
1540,1541,353,2026-03-21,68,cartão,sem_campanha,47,4947,Brasília,ocasional,18,13,3018
1541,1542,68,2026-03-22,98,cartão,sem_campanha,57,4094,Curitiba,ocasional,181,17,3791
1542,1543,173,2026-03-23,95,cartão,volta_as_aulas,30,8860,Recife,ocasional,90,16,5044
1543,1544,843,2026-03-24,121,boleto,natal,31,5096,Belo Horizonte,ocasional,181,13,4056
1544,1545,637,2026-03-25,136,cartão,dia_pais,66,5301,São Paulo,ocasional,201,3,5781
1545,1546,682,2026-03-26,174,cartão,dia_maes,63,2531,São Paulo,ocasional,167,11,5740
1546,1547,559,2026-03-27,156,cartão,dia_pais,67,7525,Manaus,ocasional,194,9,5095
1547,1548,261,2026-03-28,158,cartão,volta_as_aulas,46,4062,Belo Horizonte,frequente,146,8,3617
1548,1549,217,2026-03-29,238,cartão,sem_campanha,66,6386,Curitiba,premium,44,16,6765
1549,1550,817,2026-03-30,193,cartão,sem_campanha,44,5401,Recife,frequente,334,10,5782
1550,1551,124,2026-03-31,188,cartão,sem_campanha,26,7815,Salvador,premium,56,12,3445
1551,1552,805,2026-04-01,59,cartão,sem_campanha,22,2245,Rio de Janeiro,frequente,71,10,2614
1552,1553,162,2026-04-02,112,cartão,sem_campanha,49,2745,Curitiba,ocasional,335,8,3535
1553,1554,201,2026-04-03,70,cartão,sem_campanha,23,4213,Fortaleza,ocasional,198,7,2379
1554,1555,454,2026-04-04,111,cartão,black_friday,69,4246,Porto Alegre,frequente,95,6,6827
1555,1556,402,2026-04-05,189,cartão,volta_as_aulas,57,6566,Fortaleza,ocasional,275,7,4409
1556,1557,462,2026-04-06,130,cartão,ano_novo,61,4851,Belo Horizonte,frequente,339,11,3708
1557,1558,275,2026-04-07,203,boleto,natal,57,5739,Belo Horizonte,ocasional,288,8,4497
1558,1559,206,2026-04-08,184,cartão,sem_campanha,50,4437,Belo Horizonte,ocasional,249,8,5209
1559,1560,40,2026-04-09,152,boleto,natal,69,5815,São Paulo,premium,296,7,6428
1560,1561,273,2026-04-10,204,cartão,dia_pais,58,3575,Salvador,ocasional,93,10,6865
1561,1562,700,2026-04-11,218,cartão,black_friday,69,7088,Fortaleza,frequente,240,12,6048
1562,1563,867,2026-04-12,172,cartão,ano_novo,22,2949,Recife,ocasional,350,14,2740
1563,1564,93,2026-04-13,161,cartão,ano_novo,64,6244,Salvador,premium,302,12,3573
1564,1565,42,2026-04-14,181,cartão,sem_campanha,54,5855,Salvador,premium,208,9,5550
1565,1566,465,2026-04-15,79,boleto,dia_pais,56,2711,Fortaleza,ocasional,288,15,4455
1566,1567,379,2026-04-16,144,boleto,ano_novo,63,5304,Fortaleza,frequente,63,10,6276
1567,1568,107,2026-04-17,148,cartão,sem_campanha,18,6245,Brasília,premium,360,9,7566
1568,1569,328,2026-04-18,131,cartão,sem_campanha,63,3658,São Paulo,ocasional,94,10,3659
1569,1570,65,2026-04-19,110,cartão,dia_pais,34,5865,Recife,ocasional,271,7,4803
1570,1571,365,2026-04-20,199,cartão,black_friday,45,5433,Salvador,ocasional,246,12,3925
1571,1572,821,2026-04-21,158,pix,black_friday,51,4737,Rio de Janeiro,ocasional,355,15,4343
1572,1573,484,2026-04-22,163,cartão,sem_campanha,45,7160,Brasília,ocasional,306,11,2737
1573,1574,647,2026-04-23,221,pix,dia_pais,48,4903,Belo Horizonte,ocasional,129,7,4667
1574,1575,901,2026-04-24,140,cartão,natal,34,8235,Salvador,ocasional,85,9,5603
1575,1576,24,2026-04-25,130,cartão,natal,19,4269,Recife,frequente,58,12,7649
1576,1577,540,2026-04-26,218,cartão,sem_campanha,48,4139,Porto Alegre,ocasional,12,10,7247
1577,1578,62,2026-04-27,75,cartão,ano_novo,64,7162,Porto Alegre,frequente,195,9,6407
1578,1579,491,2026-04-28,152,cartão,ano_novo,18,6260,São Paulo,ocasional,181,9,2995
1579,1580,273,2026-04-29,113,cartão,sem_campanha,58,3575,Salvador,ocasional,93,10,6865
1580,1581,229,2026-04-30,164,cartão,natal,19,5316,Fortaleza,premium,314,7,3777
1581,1582,20,2026-05-01,178,cartão,dia_pais,41,7864,Porto Alegre,frequente,164,7,4432
1582,1583,3,2026-05-02,181,cartão,dia_pais,46,3865,Porto Alegre,frequente,339,8,4170
1583,1584,421,2026-05-03,201,cartão,dia_pais,56,5043,Recife,ocasional,275,12,6710
1584,1585,730,2026-05-04,137,boleto,sem_campanha,45,3960,Manaus,ocasional,324,9,4206
1585,1586,911,2026-05-05,140,boleto,ano_novo,22,8020,Fortaleza,ocasional,265,7,4900
1586,1587,307,2026-05-06,176,cartão,sem_campanha,33,4894,Curitiba,frequente,113,14,5676
1587,1588,432,2026-05-07,194,cartão,dia_maes,62,7366,Curitiba,premium,70,9,6445
1588,1589,136,2026-05-08,84,cartão,dia_maes,39,6088,Recife,ocasional,30,6,4094
1589,1590,909,2026-05-09,165,boleto,dia_maes,37,5689,São Paulo,ocasional,179,11,6495
1590,1591,944,2026-05-10,130,cartão,sem_campanha,45,2050,Rio de Janeiro,ocasional,333,14,5690
1591,1592,515,2026-05-11,154,cartão,dia_pais,45,7696,Recife,frequente,284,12,3299
1592,1593,193,2026-05-12,132,cartão,volta_as_aulas,50,2888,Salvador,frequente,197,9,3151
1593,1594,585,2026-05-13,113,boleto,sem_campanha,43,3057,Recife,ocasional,356,6,4427
1594,1595,415,2026-05-14,99,cartão,sem_campanha,34,4749,Fortaleza,ocasional,224,7,3586
1595,1596,873,2026-05-15,142,cartão,natal,40,4135,São Paulo,frequente,161,9,4428
1596,1597,118,2026-05-16,167,cartão,black_friday,22,5565,Recife,ocasional,192,9,1871
1597,1598,666,2026-05-17,119,cartão,natal,48,2839,Salvador,frequente,340,10,5452
1598,1599,209,2026-05-18,209,boleto,sem_campanha,61,4458,Curitiba,ocasional,44,9,9647
1599,1600,952,2026-05-19,272,cartão,natal,29,4125,Porto Alegre,ocasional,327,14,3465
1600,1601,34,2026-05-20,170,pix,ano_novo,45,6133,Fortaleza,frequente,238,10,2330
1601,1602,649,2026-05-21,147,cartão,ano_novo,36,5482,Salvador,frequente,343,13,4052
1602,1603,318,2026-05-22,104,cartão,dia_maes,55,5044,Belo Horizonte,frequente,256,16,4418
1603,1604,120,2026-05-23,168,boleto,black_friday,56,3616,Manaus,ocasional,237,7,5448
1604,1605,627,2026-05-24,223,cartão,dia_pais,58,4064,São Paulo,ocasional,355,3,3659
1605,1606,525,2026-05-25,247,cartão,natal,43,6342,Curitiba,ocasional,303,14,5720
1606,1607,581,2026-05-26,219,cartão,natal,67,6723,Curitiba,ocasional,22,14,4757
1607,1608,937,2026-05-27,192,boleto,ano_novo,49,7292,Belo Horizonte,ocasional,175,9,6679
1608,1609,845,2026-05-28,170,cartão,sem_campanha,63,3590,Brasília,frequente,253,12,2777
1609,1610,769,2026-05-29,97,boleto,black_friday,41,5496,Manaus,frequente,208,7,8218
1610,1611,89,2026-05-30,145,cartão,ano_novo,38,5027,Curitiba,ocasional,294,12,5269
1611,1612,512,2026-05-31,139,pix,dia_maes,39,3977,Fortaleza,ocasional,30,6,3922
1612,1613,47,2026-06-01,145,cartão,sem_campanha,56,5389,Porto Alegre,ocasional,142,16,3826
1613,1614,772,2026-06-02,114,cartão,sem_campanha,45,5561,Rio de Janeiro,frequente,173,10,2751
1614,1615,740,2026-06-03,187,cartão,sem_campanha,64,5464,Brasília,ocasional,269,14,5928
1615,1616,959,2026-06-04,136,pix,dia_pais,62,5994,Porto Alegre,ocasional,208,14,2630
1616,1617,692,2026-06-05,132,boleto,ano_novo,54,4906,Porto Alegre,ocasional,52,13,5085
1617,1618,522,2026-06-06,114,cartão,sem_campanha,22,4029,Belo Horizonte,frequente,333,11,3909
1618,1619,284,2026-06-07,161,cartão,black_friday,40,3945,Salvador,ocasional,112,8,5312
1619,1620,377,2026-06-08,224,cartão,sem_campanha,47,4171,Brasília,ocasional,43,4,7052
1620,1621,638,2026-06-09,149,cartão,sem_campanha,53,6575,Rio de Janeiro,frequente,285,7,4508
1621,1622,134,2026-06-10,164,cartão,dia_pais,61,5193,Rio de Janeiro,ocasional,188,4,7583
